Id,Id_linea,Nombre,Descripcion,Imagen,Brochure,Vademecum,Video,Params_dist,Proteina,Grasa,Humedad,Fibra,Ceniza,Eln,Orden,Keyword,Target
116,65,Gana Aves Multiusos,Alimento completo para todas las etapas del ciclo de postura,Content/img/pollo/apiaba-pone-oro-balance-40.png,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,Content/brochure/MANUAL_AVES_APIABA_24_56.pdf,,,10        ,2.5       ,12        ,5         ,16        ,54.5      ,NULL,NULL,NULL
117,62,Genesa,Alimento para pollo de engorda desde el dia 0 al 14 de edad,Content/img/pollo/genesa-20.png,Content/brochure/Planes_Engorda_Ae.png,Content/brochure/ficha_tec_gen.pdf,,,22        ,4         ,12        ,4         ,8         ,50        ,NULL,NULL,NULL
118,47,Caporina Iniciador,Alimento para Pollo de Engorda desde el día 0 al 14 de edad,Content/img/pollo/malta-caporina-premium-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,,,22        ,3.5       ,12        ,3         ,7         ,52.5      ,NULL,NULL,NULL
119,47,Caporina Crecimiento,Alimento para Pollo de Engorda desde el día 15 al 28 de edad,Content/img/pollo/malta-caporina-premium-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,,,19        ,3.5       ,12        ,3         ,7         ,55.5      ,NULL,NULL,NULL
120,47,Caporina Finalizador,Alimento para Pollo de Engorda desde el día 29 al 42 o su salida al mercado,Content/img/pollo/malta-caporina-premium-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,,,19        ,3.5       ,12        ,3         ,7         ,55.5      ,NULL,NULL,NULL
121,49,Pollito Especial,Alimento para Pollo de Engorda de 1 a 21 días de edad especial para traspatio y venta por kileo,Content/img/pollo/malta-pollo-especial-balance-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,,,19        ,4         ,12        ,6         ,8         ,51        ,NULL,NULL,MVZ|PROD|DIST
122,0,Pollito Oro,Alimento para pollitos de engorda desde el día 1o. al 21 de edad,Content/img/pollo/malta-pollo-especial-balance-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,,,21        ,3.5       ,12        ,3         ,7         ,53.5      ,NULL,NULL,NULL
123,49,Pollo Especial,"Alimento para pollos de engorda de 22 días en adelante, especial para traspatio y venta por Kileo",Content/img/pollo/malta-pollo-especial-balance-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,,,17        ,4         ,12        ,6         ,8         ,53        ,NULL,NULL,MVZ|PROD|DIST
124,0,Pollo Oro,Alimento para pollos de engorda desde el día 21 de edad hasta su salida al mercado,Content/img/pollo/malta-pollo-especial-balance-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,,,18        ,4.5       ,12        ,3         ,7         ,55.5      ,NULL,NULL,NULL
125,49,Pollo Oro Depósito,Alimento para pollos de engorda recomendado para los últimos 2 días antes de su salida al mercado,Content/img/pollo/malta-pollo-especial-balance-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,,,10        ,3.5       ,12        ,4         ,10        ,60.5      ,NULL,NULL,MVZ|PROD|DIST
128,33,Súper Baby / Premium,"Alimento formulado para favorecer el rápido desarrollo del pollito de combate, manteniendo un buen estado de salud.",Content/img/gallos/gallo-de-oro-super-baby-40.png,,,,,21        ,3         ,12        ,4         ,8         ,52        ,3,NULL,NULL
129,33,Inicio / Premium,"Alimento especializado para nutrir al pollito desde el nacimiento hasta la cuarta semana de vida, promoviendo su adecuado crecimiento, medicado para prevenir la coccidiosis.",Content/img/gallos/gallo-de-oro-40.png,,,,,26        ,2         ,12        ,8         ,8         ,44        ,2,NULL,NULL
130,33,Desarrollo  / Balance,"Fórmula diseñada para lograr un adecuado desarrollo, para las aves a partir de la novena semana de vida.",Content/img/gallos/gallo-de-oro-40.png,,,,,17        ,3         ,12        ,6         ,7         ,55        ,4,NULL,NULL
131,33,Propluma / Premium,Alimento especializado para el periodo de recuperación de la pluma.,Content/img/gallos/gallo-de-oro-40.png,,Content/brochure/FICHA_G_de_Oro_Propluma.pdf,,,16        ,6         ,12        ,4         ,5         ,57        ,6,NULL,NULL
132,33,Reproductor / Premium,"Alimento especializado para las aves reproductoras, formulado para mejorar la fertilidad además de  brindar una excelente calidad del cascarón del huevo.",Content/img/gallos/gallo-de-oro-40.png,,,,,16        ,2.5       ,12        ,6         ,13        ,50.5      ,1,NULL,NULL
134,33,Athlétic / Premium,"Alimento de calidad superior (Premium), para aves de combate en el periodo de cuida.",Content/img/gallos/gallo-de-oro-40.png,,Content/brochure/FICHA_G_de_Oro_Athletc.pdf,,,18        ,4         ,12        ,4         ,4         ,58        ,8,NULL,NULL
135,33,Mantenimiento / Estándard,"Fórmula diseñada para los periodos de recuperación, entre un combate y otro; sin actividad física.",Content/img/gallos/gallo-de-oro-40.png,,,,,9.5       ,3         ,12        ,3         ,4         ,68.5      ,5,NULL,NULL
136,33,Preparación Plus / Balance,Fórmula especializada para el periodo de ¨prekeeping¨ o aves que están próximas a entrar al periodo de cuida.,Content/img/gallos/gallo-de-oro-40.png,,,,,9         ,3         ,12        ,6         ,6         ,64        ,7,NULL,NULL
137,33,Rooster Mix / Estándard,Fórmula multietapas para ser complementada con el los ingredientes que el criador o pastor seleccionen.,Content/img/gallos/gallo-de-oro-40.png,,,,,8         ,3         ,12        ,5         ,5         ,67        ,9,NULL,NULL
138,8,Pavo Max Premium 1,Alimento para pavos desde el nacimiento al día 28 de edad,Content/img/pavo/malta-pavo-max-40.png,,Content/brochure/PLAN_DE_ALIMENTACION_CARTA_PAVOS_API_ABA_JPG.jpg,,,28        ,2.5       ,12        ,5         ,7.5       ,45        ,1,NULL,NULL
139,8,Pavo Max Premium 2,Alimento para pavos de las 5 a las 8 semanas de edad.,Content/img/pavo/malta-pavo-max-40.png,,Content/brochure/PLAN_DE_ALIMENTACION_CARTA_PAVOS_API_ABA_JPG.jpg,,,24        ,2.5       ,12        ,5         ,8         ,48.5      ,2,NULL,NULL
140,8,Pavo Max Premium 3,Alimento para pavos de las 9 semanas y durante todo el ciclo de engorda,Content/img/pavo/malta-pavo-max-40.png,,Content/brochure/PLAN_DE_ALIMENTACION_CARTA_PAVOS_API_ABA_JPG.jpg,,,21        ,7         ,12        ,5         ,8         ,47        ,3,NULL,NULL
141,60,Pavo Iniciación ,Alimento de Iniciaición con 22% de proteína: Desde el nacimiento las 5 semanas,Content/img/pavo/malta-pavo-ganador-40.png,,Content/brochure/PLAN_DE_ALIMENTACION_CARTA_PAVOS_API_ABA_JPG.jpg,,,22        ,2.5       ,12        ,5         ,9         ,49.5      ,NULL,NULL,NULL
142,60,Pavo Desarrollo ,Alimento para el crecimiento y desarrollo con 18% de proteína: Desde la semana 6 a la semana 10,Content/img/pavo/malta-pavo-ganador-40.png,,Content/brochure/PLAN_DE_ALIMENTACION_CARTA_PAVOS_API_ABA_JPG.jpg,,,18        ,2.5       ,12        ,7         ,9         ,51.5      ,NULL,NULL,NULL
143,60,Pavo Engorda ,Alimento de Finalización con 16% de proteína: Desde la semana 11 hasta la salida al mercado,Content/img/pavo/malta-pavo-ganador-40.png,,Content/brochure/PLAN_DE_ALIMENTACION_CARTA_PAVOS_API_ABA_JPG.jpg,,,16        ,2.5       ,12        ,8         ,9         ,52.5      ,NULL,NULL,NULL
144,9,Codorniz Inicio,Alimento para codornices para los primeros 21 días de edad,Content/img/pollo/apiaba-caporina-premium-40.png,,Content/brochure/PLAN_CODORINIZ_TAMANO_CARTA.PDF,,,28        ,3         ,12        ,3         ,8         ,46        ,1,NULL,NULL
145,9,Codorniz Engorda,Alimento para codornices desde los 22 días de edad hasta el sacrificio o la postura,Content/img/pollo/apiaba-caporina-premium-40.png,,Content/brochure/PLAN_CODORINIZ_TAMANO_CARTA.PDF,,,22        ,3         ,12        ,5         ,8         ,50        ,2,NULL,NULL
146,9,Codorniz Postura,Alimento para codornices ponedoras de alta producción,Content/img/pollo/apiaba-caporina-premium-40.png,,Content/brochure/PLAN_CODORINIZ_TAMANO_CARTA.PDF,,,21        ,3         ,12        ,4         ,10        ,50        ,3,NULL,NULL
147,14,B-150,"Yeguas gestantes, lactantes, potros primeros 2 meses y sementales",Content/img/caballo/royal-horse-b-150-25.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,16.6      ,6         ,12        ,9         ,7         ,50        ,1,NULL,NULL
148,14,B-300,Potros en crecimiento de 3 a 12 meses de edad,Content/img/caballo/royal-horse-b-300-25.png,,Content/brochure/FICHA_Royal_Horse_B___300.pdf,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,18        ,6         ,12        ,6         ,6         ,52        ,2,NULL,NULL
149,14,H-250,"Para caballos de competencia (Carreras), actividad intensa y corta duración, facilia la recuperación",Content/img/caballo/royal-horse-h-250-25.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,14        ,6         ,12        ,8         ,8         ,52        ,3,NULL,NULL
150,14,H-350,"Fórmula para sostener el esfuerzo intenso. Caballos que participan en competencias (resistencia, prueba completa, caballos de carreras de larga distancia, charrería, polo, etc.)",Content/img/caballo/royal-horse-h-350-25.png,,Content/brochure/FICHA_Royal_Horse_H___350.pdf,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,14        ,9         ,12        ,8         ,8         ,49        ,4,NULL,NULL
151,14,H-380,Alimento en presentación de pellets axtruidos en forma de nuggets formulado para un Alto Desempeño Atlético de caballos que realizan actividades de velocidad hasta de resistencia,Content/img/caballo/royal-horse-h-380-25.png,,Content/brochure/FICHA_Royal_Horse_H___380.pdf,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,14        ,9         ,12        ,7         ,7         ,52        ,5,NULL,NULL
152,14,H-400,Suplemento proteico en pellets. Ideal para caballos que con formación de tejido muscular o con esfuerzo físimo intenso. Enriquecer la alimentación de yeguas lactantes o gestante. Caballos en los que se busca mejorar su condición corporal.,Content/img/caballo/royal-horse-h-400-25.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,33        ,3         ,12        ,4         ,16        ,32        ,6,NULL,NULL
153,14,H-480,Suplemento energético extruido (nugguet). Se integra a la dieta para incrementar la densidad energética de las raciones de caballos que se encuentran en competencia o entrenamiento intenso y cubrir la alta demanda calórica de este tipo de actividad.,Content/img/caballo/royal-horse-h-480-15.png,,Content/brochure/FICHA_Royal_Horse_H___480.pdf,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,12        ,20        ,12        ,6         ,8         ,42        ,7,NULL,NULL
154,15,Clásico,"Es una fórmula balanceada con 13% de proteina, indicada para caballos con actividad moderada a intensa y que con la adición de nuevos ingredientes, además de nutrir, mejora la salud digestiva del caballo",Content/img/caballo/pell-rol-clasico.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,13        ,3         ,12        ,8         ,8         ,56        ,1,NULL,NULL
155,15,Turbo,Fórmula diseñada para caballos en etapa de entranamiento y con intensa actividad fisica que sufren fuertes desgastes de energía y electrolítos derivados de su permanente esfuerzo físico.,Content/img/caballo/pell-rol-turbo.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,14        ,6         ,12        ,6         ,7         ,55        ,2,NULL,NULL
156,15,Cuarto de Milla,Científicamente elaborada para caballos que realizan actividades que requieren de un esfuerzo físico moderado.,Content/img/caballo/pell-rol-cuarto-de-milla.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,12        ,9         ,12        ,2         ,10        ,55        ,3,NULL,NULL
157,15,Alfalfa,"Ideal para elevar los niveles de proteína de la dieta de yeguas gestantes y lactantes, potros en crecimiento o caballos en actividad física intensa.",Content/img/caballo/pell-rol-alfalfa.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,17.5      ,9         ,12        ,22        ,11        ,36.6      ,4,NULL,NULL
158,15,Sprinter,"Alimento para caballos que realizan actividad de gran esfuerzo físico y están sometidos a un constante estado de estrés (Sementales en constante actividad reproductiva, salto, polo, carreras y pruebas de resistencia, entre otras).",Content/img/caballo/pell-rol-sprinter.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,13        ,3         ,12        ,12        ,8         ,54        ,5,NULL,NULL
159,15,Avena,"Alimento para mezclarse con otros granos y para equinos que no requieren de grandes nutrientes. Es avena importada de alta calidad, precocida y rolada al vapor que representa una fuente de carbohidratos de alta diestibilidad.",Content/img/caballo/pell-rol-avena-plus.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,10        ,12        ,12        ,5         ,3         ,58        ,6,NULL,NULL
160,15,Pell Rol Snacks Dúo ®,"Los snacks para caballos son una recompensapor una buena actitud, una buena acción o un buen trabajo realizado.",Content/img/caballo/pell-rol-snacks.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,9         ,1         ,12        ,6.5       ,4.5       ,69        ,7,NULL,NULL
161,61,Ganador® 12%,"Cientificamente formulado que evita la presentación de problemas nutricionales ocasionados por desbalance dietéticos, puede ser administrado en animales jóvenes (potros de un año en adelante)",Content/img/caballo/caballo-ganador-40.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,12        ,3         ,12        ,9.5       ,8         ,55.5      ,NULL,NULL,NULL
162,61,Ganador® 13%,"Cientificamente formulado que evita la presentación de problemas nutricionales ocasionados por desbalance dietéticos, puede ser administrado en animales jóvenes (potros de un año en adelante)",Content/img/caballo/caballo-ganador-40.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,13        ,3         ,12        ,10        ,9         ,56        ,NULL,NULL,NULL
163,61,Max Manzana,Alimento diseñado e indicado para: Caballos de actividad moderada a intensa. Charro. - Carreras. - Baile. - Conformación. - Caballos Jóvenes (2 años).,Content/img/caballo/caballo-ganador-max-manzana-30.png,,,https://www.youtube.com/channel/UCBvJaUA_g__psZFdz_eJ3ww,,14        ,4         ,12        ,6         ,8         ,56        ,NULL,NULL,NULL
164,5,Starlap Conejos Destete,Alimento para Gazapos desde los 25 hasta los 42 días,Content/img/conejo/starlap-20.png,,Content/brochure/PLAN_DE_ALIMENTACION_CONEJO_JPG.jpg,,,15        ,4         ,12        ,18        ,10        ,41        ,1,NULL,NULL
165,5,Starlap Conejos Engorda,Alimento para conejos a partir del destete y hasta final de la engorda,Content/img/conejo/starlap-20.png,,Content/brochure/PLAN_DE_ALIMENTACION_CONEJO_JPG.jpg,,,16        ,3         ,12        ,16        ,10        ,43        ,2,NULL,NULL
166,5,Starlap Conejos Reproductor CE,Alimento para conejos en etapa de gestación - lactancia,Content/img/conejo/starlap-20.png,,Content/brochure/PLAN_DE_ALIMENTACION_CONEJO_JPG.jpg,,,18        ,4         ,12        ,16        ,10        ,40        ,3,NULL,NULL
167,69,Conejo Ganador,"Alimento para conejos en todas las etapas: Crecimiento, reproducción y engorda",Content/img/conejo/malta-conejo-ganador-40.png,,Content/brochure/PLAN_DE_ALIMENTACION_CONEJO_JPG.jpg,,,16        ,3         ,12        ,17        ,10        ,42        ,NULL,NULL,NULL
169,91,Nutriconejos,"Alimento para conejos en todas las etapas: Crecimiento, reproducción y engorda. Exclusivo para sistemas Extensivos y Traspatio",Content/img/conejo/malta-nutriconejos-40.png,,Content/brochure/PLAN_DE_ALIMENTACION_CONEJO_JPG.jpg,,,15        ,2         ,12        ,17        ,10        ,44        ,NULL,NULL,NULL
170,66,Pone Oro Iniciacion,Alimento para aves de postura de la semana 0 a la 10 de edad,Content/img/pollo/malta-pone-oro-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,16        ,2.5       ,12        ,7         ,9         ,53.5      ,1,NULL,NULL
171,66,Pone Oro Desarrollo,Alimento para aves de postura de la semana 11 a la 18 de edad,Content/img/pollo/malta-pone-oro-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,10        ,2         ,12        ,8         ,10        ,58        ,2,NULL,NULL
172,66,Pone Oro 16% Plus Te,Alimento para gallinas a partir de que han roto postura y durante todo el ciclo productivo,Content/img/pollo/malta-pone-oro-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,16        ,3         ,12        ,5         ,16        ,48        ,3,NULL,NULL
173,10,Raceways,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-raceways-20.png,,,,,45        ,NULL,12        ,3         ,NULL,NULL,1,NULL,NULL
174,10,Api Camarón Intensivo 40% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-intensivo-20.png,,,,,40        ,NULL,12        ,3         ,NULL,NULL,2,NULL,NULL
175,10,Api Camarón Intensivo 35% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-intensivo-20.png,,,,,35        ,NULL,12        ,3         ,NULL,NULL,3,NULL,NULL
176,10,Api Camarón Intensivo 30% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-intensivo-20.png,,,,,30        ,NULL,12        ,3         ,NULL,NULL,4,NULL,NULL
177,10,Api Camarón Intensivo 25% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-intensivo-20.png,,,,,25        ,NULL,12        ,3         ,NULL,NULL,5,NULL,NULL
178,10,Api Camarón Alta Densidad 40% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-alta-densidad-20.png,,,,,40        ,NULL,12        ,3         ,NULL,NULL,6,NULL,NULL
179,10,Api Camarón Alta Densidad 35% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-alta-densidad-20.png,,,,,35        ,NULL,12        ,3         ,NULL,NULL,7,NULL,NULL
180,10,Api Camarón Alta Densidad 30% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-alta-densidad-20.png,,,,,30        ,NULL,12        ,3         ,NULL,NULL,8,NULL,NULL
181,10,Api Camarón Alta Densidad 25% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-alta-densidad-20.png,,,,,25        ,NULL,12        ,3.5       ,NULL,NULL,9,NULL,NULL
182,10,Api Camarón Media Densidad 40% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-media-densidad-20.png,,,,,40        ,NULL,12        ,3.5       ,NULL,NULL,10,NULL,NULL
183,10,Api Camarón Media Densidad 35% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-media-densidad-20.png,,,,,35        ,NULL,12        ,3.5       ,NULL,NULL,11,NULL,NULL
184,10,Api Camarón Media Densidad 30% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-media-densidad-20.png,,,,,30        ,NULL,12        ,3.5       ,NULL,NULL,12,NULL,NULL
185,10,Api Camarón Media Densidad 25% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-media-densidad-20.png,,,,,25        ,NULL,12        ,3.5       ,NULL,NULL,13,NULL,NULL
186,10,Api Camarón Extensivo 40% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-extensivo-20.png,,,,,40        ,NULL,12        ,3.5       ,NULL,NULL,14,NULL,NULL
187,10,Api Camarón Extensivo 35% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-extensivo-20.png,,,,,35        ,NULL,12        ,3.5       ,NULL,NULL,15,NULL,NULL
188,10,Api Camarón Extensivo 30% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-extensivo-20.png,,,,,30        ,NULL,12        ,3.5       ,NULL,NULL,16,NULL,NULL
189,10,Api Camarón Extensivo 25% ,La fórmula contiene la combinación exacta de ingredientes.,Content/img/acuacultura/api-camaron-extensivo-20.png,,,,,25        ,NULL,12        ,3.5       ,NULL,NULL,17,NULL,NULL
190,13,Grow fish Bagre 1 Iniciación,Alimento recomendado para la fase de iniciación. Se utiliza cuando los bagres tienen de un peso promedio entre 5-50g,Content/img/acuacultura/growfish-20.png,,Content/brochure/MAILING_BAGRE_ALTA.pdf,,,35        ,4         ,12        ,5         ,8         ,36        ,8,NULL,NULL
191,13,Grow fish Bagre 2 Engorda,Alimento recomendado para la fase de engorda. Se utiliza cuando los bagres tienen de un peso promedio entre 65-350g,Content/img/acuacultura/growfish-20.png,,Content/brochure/MAILING_BAGRE_ALTA.pdf,,,32        ,4.5       ,12        ,5         ,8         ,38.5      ,9,NULL,NULL
192,13,Grow fish Bagre 3 Finalización,Alimento recomendado para la fase de finalización. Se utiliza cuando los bagres tienen de un peso promedio entre 350-975g,Content/img/acuacultura/growfish-20.png,,Content/brochure/MAILING_BAGRE_ALTA.pdf,,,28        ,4         ,12        ,6         ,8         ,42        ,10,NULL,NULL
193,12,Grow fish Tilapia 1,Alimento para tilapia,Content/img/acuacultura/growfish-20.png,,Content/brochure/MAILING_TILAPIA_ALTA.pdf,,,40        ,3.5       ,12        ,5         ,10.5      ,27        ,4,NULL,NULL
194,12,Grow fish Tilapia 2,Alimento recomendado para la fase de crecimiento. Se utiliza desde que las tilapias pesan de 50-200g,Content/img/acuacultura/growfish-20.png,,Content/brochure/MAILING_TILAPIA_ALTA.pdf,,,35        ,5.5       ,12        ,5         ,8         ,34.5      ,5,NULL,NULL
195,12,Grow fish Tilapia 3,Alimento recomendado para la fase de engorda. Se utiliza desde que las tilapias pesan de 200-400g,Content/img/acuacultura/growfish-20.png,,Content/brochure/MAILING_TILAPIA_ALTA.pdf,,,30        ,5.5       ,12        ,5         ,9         ,38.5      ,6,NULL,NULL
196,12,Grow fish Tilapia 4,Alimento recomendado para la fase de finalización. Se utiliza desde que las tilapias pesan de 400-500g,Content/img/acuacultura/growfish-20.png,,Content/brochure/MAILING_TILAPIA_ALTA.pdf,,,25        ,5         ,12        ,6         ,10        ,42        ,7,NULL,NULL
197,11,Grow fish Trucha 1,"Alimento recomendado para la fase de alevinaje. Se utiliza desde que las truchas empiezan a nadar y comer, hasta los 50g o midan aproximadamente 16 cm de longitud",Content/img/acuacultura/growfish-20.png,,Content/brochure/MAILING_TRUCHA_ALTA.pdf,,,50        ,14        ,12        ,3         ,14        ,7         ,1,NULL,NULL
198,11,Grow fish Trucha 2,Utilizada para truchas con un peso de 50g hasta que alcancen los 100g o 20 cm de longitud.,Content/img/acuacultura/growfish-20.png,,Content/brochure/MAILING_TRUCHA_ALTA.pdf,,,45        ,15        ,12        ,3         ,14        ,11        ,2,NULL,NULL
199,11,Grow fish Trucha 3,Se recomienda para truchas de 100g hasta una talla comercial,Content/img/acuacultura/growfish-20.png,,Content/brochure/MAILING_TRUCHA_ALTA.pdf,,,40        ,16        ,12        ,3.5       ,14        ,14.5      ,3,NULL,NULL
200,32,Pet´s Joy® Antisarro,Snack en forma de huesitos sabor vainilla con fórmula antisarro para una mejor salud dental,Content/img/perro/pets-joy-huesitos.png,,,,,20        ,6         ,12        ,4         ,NULL,NULL,1,NULL,NULL
201,32,Pet´s Joy® Probioticos,Snack en forma de piernita sabor vainilla con probióticos para una mejor salud Intestinal.,Content/img/perro/pets-joy-piernitas.png,,,,,20        ,6         ,12        ,4         ,NULL,NULL,2,NULL,NULL
202,1,Ganador® Cachorro, Alimento para perros óptimamente balanceado con ingredientes de calidad que te ofrece la mejor alternativa en nutrición y sabor.,Content/img/perro/ganador-cachorro.png,,,https://www.youtube.com/user/Ganadorcroquetas,,27        ,10        ,11        ,4         ,NULL,NULL,1,NULL,NULL
203,1,Ganador® Adulto, Alimento para perros óptimamente balanceado con ingredientes de calidad que te ofrece la mejor alternativa en nutrición y sabor.,Content/img/perro/ganador-adulto.png,,,https://www.youtube.com/user/Ganadorcroquetas,,21        ,9         ,11        ,5         ,NULL,NULL,2,NULL,NULL
204,1,Ganador® Razas Pequeñas, Alimento para perros óptimamente balanceado con ingredientes de calidad que te ofrece la mejor alternativa en nutrición y sabor.,Content/img/perro/ganador-razas-pequenas.png,,,https://www.youtube.com/user/Ganadorcroquetas,,24        ,12        ,12        ,5         ,NULL,NULL,3,NULL,NULL
205,23,Ganador® Dúo Cachorro,Único alimento para perros en México con dos deliciosos sabores empacados individualmente,Content/img/perro/ganador-duo-cachorro.png,,,https://www.youtube.com/user/Ganadorcroquetas,,27        ,10        ,11        ,4         ,NULL,NULL,1,NULL,NULL
206,23,Ganador® Dúo Adulto,Único alimento para perros en México con dos deliciosos sabores empacados individualmente,Content/img/perro/ganador-duo-adulto.png,,,https://www.youtube.com/user/Ganadorcroquetas,,21        ,9         ,11        ,5         ,NULL,NULL,2,NULL,NULL
207,24,Ganador® Premium Cachorro,"Alimento de Calidad Profesional® para perros, elaborado con ingredientes especialmente seleccionados que garantizan el equilibrio perfecto para su nutrición y bienestar.",Content/img/perro/ganador-premium-cachorro.png,,,https://www.youtube.com/user/Ganadorcroquetas,,28        ,15        ,10        ,3         ,NULL,NULL,3,NULL,NULL
208,24,Ganador® Premium Adulto,"Alimento de Calidad Profesional® para perros, elaborado con ingredientes especialmente seleccionados que garantizan el equilibrio perfecto para su nutrición y bienestar.",Content/img/perro/ganador-premium-adulto.png,,,https://www.youtube.com/user/Ganadorcroquetas,,23        ,13        ,10        ,3.5       ,NULL,NULL,4,NULL,NULL
209,24,Ganador® Premium Razas Pequeñas,"Alimento de Calidad Profesional® para perros, elaborado con ingredientes especialmente seleccionados que garantizan el equilibrio perfecto para su nutrición y bienestar.",Content/img/perro/ganador-premium-razas-pequenas.png,,,https://www.youtube.com/user/Ganadorcroquetas,,28        ,12        ,12        ,4         ,NULL,NULL,5,NULL,NULL
210,25,The Top Choice®,Alimento para perros que ofrece una adecuada nutrición para cachorros y adultos en un mismo producto de calidad e ingredientes necesarios para una nutrición completa y balanceada durante todas las de cachorros y adultos. Con la sana nutrición que le ofrece The Top Choice® día a día mas feliz.,Content/img/perro/top-choice.png,,,https://www.youtube.com/user/Ganadorcroquetas,,19.5      ,9         ,12        ,5         ,NULL,NULL,1,NULL,NULL
211,26,Best Choice®,Best Choice® maltaCleyton®: Es un alimento completo y balanceado para el mantenimiento de perros adultos de todas las razas.,Content/img/perro/best-choice.png,,,https://www.youtube.com/user/Ganadorcroquetas,,17        ,8         ,6         ,12        ,NULL,NULL,1,NULL,NULL
212,27,Poder Canino®,Alimento nutritivo y balanceado para perros de todas las edades al mejor precio.,Content/img/perro/poder-canino.png,,,https://www.youtube.com/user/Ganadorcroquetas,,16        ,6         ,12        ,6         ,NULL,NULL,1,NULL,NULL
214,2,Minino®,"La fórmula de Minino® contiene la combinación exacta de ingredientes que tu minino requiere en todas las etapas de su vida. Elaborada con pollo y pescado para darle un sabor irresistible. No es comida para gatos, es alimento para mininos.",Content/img/gato/minino-naranja.png,,,,,30        ,10        ,10        ,4         ,NULL,NULL,3,NULL,NULL
